filename,label,extension,parsed_source_ids,component_group_id,is_jpeg
Au_ani_20038.jpg,authentic,jpg,ani20038,component_0115,True
Au_ani_20039.jpg,authentic,jpg,ani20039,component_0081,True
Au_ani_20040.jpg,authentic,jpg,ani20040,component_0116,True
Au_ani_20041.jpg,authentic,jpg,ani20041,component_0117,True
Au_ani_20042.jpg,authentic,jpg,ani20042,component_0118,True
Au_ani_20043.jpg,authentic,jpg,ani20043,component_0119,True
Au_ani_20044.jpg,authentic,jpg,ani20044,component_0120,True
Au_ani_20045.jpg,authentic,jpg,ani20045,component_0121,True
Au_ani_20046.jpg,authentic,jpg,ani20046,component_0122,True
Au_ani_20047.jpg,authentic,jpg,ani20047,component_0123,True
Au_ani_20048.jpg,authentic,jpg,ani20048,component_0124,True
Au_ani_20049.jpg,authentic,jpg,ani20049,component_0125,True
Au_ani_20050.jpg,authentic,jpg,ani20050,component_0126,True
Au_ani_20051.jpg,authentic,jpg,ani20051,component_0127,True
Au_ani_20052.jpg,authentic,jpg,ani20052,component_0128,True
Au_ani_20053.jpg,authentic,jpg,ani20053,component_0129,True
Au_ani_20054.jpg,authentic,jpg,ani20054,component_0130,True
Au_ani_20055.jpg,authentic,jpg,ani20055,component_0131,True
Au_ani_20056.jpg,authentic,jpg,ani20056,component_0132,True
Au_ani_20057.jpg,authentic,jpg,ani20057,component_0132,True
Au_ani_20058.jpg,authentic,jpg,ani20058,component_0133,True
Au_ani_20059.jpg,authentic,jpg,ani20059,component_0134,True
Au_ani_20060.jpg,authentic,jpg,ani20060,component_0135,True
Au_ani_20061.jpg,authentic,jpg,ani20061,component_0136,True
Au_ani_20062.jpg,authentic,jpg,ani20062,component_0137,True
Au_ani_20063.jpg,authentic,jpg,ani20063,component_0138,True
Au_ani_20064.jpg,authentic,jpg,ani20064,component_0139,True
Au_ani_20065.jpg,authentic,jpg,ani20065,component_0140,True
Au_ani_20066.jpg,authentic,jpg,ani20066,component_0141,True
Au_ani_20067.jpg,authentic,jpg,ani20067,component_0142,True
Au_ani_20068.jpg,authentic,jpg,ani20068,component_0142,True
Au_ani_20069.jpg,authentic,jpg,ani20069,component_0143,True
Au_ani_20070.jpg,authentic,jpg,ani20070,component_0143,True
Au_ani_30001.jpg,authentic,jpg,ani30001,component_0144,True
Au_ani_30002.jpg,authentic,jpg,ani30002,component_0145,True
Au_ani_30003.jpg,authentic,jpg,ani30003,component_0146,True
Au_ani_30004.jpg,authentic,jpg,ani30004,component_0147,True
Au_ani_30005.jpg,authentic,jpg,ani30005,component_0148,True
Au_ani_30006.jpg,authentic,jpg,ani30006,component_0149,True
Au_ani_30007.jpg,authentic,jpg,ani30007,component_0150,True
Au_ani_30008.jpg,authentic,jpg,ani30008,component_0151,True
Au_ani_30009.jpg,authentic,jpg,ani30009,component_0152,True
Au_ani_30010.jpg,authentic,jpg,ani30010,component_0153,True
Au_ani_30011.jpg,authentic,jpg,ani30011,component_0154,True
Au_ani_30012.jpg,authentic,jpg,ani30012,component_0155,True
Au_ani_30013.jpg,authentic,jpg,ani30013,component_0156,True
Au_ani_30014.jpg,authentic,jpg,ani30014,component_0157,True
Au_ani_30015.jpg,authentic,jpg,ani30015,component_0158,True
Au_ani_30016.jpg,authentic,jpg,ani30016,component_0159,True
Au_ani_30017.jpg,authentic,jpg,ani30017,component_0160,True
Au_ani_30018.jpg,authentic,jpg,ani30018,component_0161,True
Au_ani_30019.jpg,authentic,jpg,ani30019,component_0162,True
Au_ani_30020.jpg,authentic,jpg,ani30020,component_0163,True
Au_ani_30021.jpg,authentic,jpg,ani30021,component_0164,True
Au_ani_30022.jpg,authentic,jpg,ani30022,component_0165,True
Au_ani_30023.jpg,authentic,jpg,ani30023,component_0166,True
Au_ani_30024.jpg,authentic,jpg,ani30024,component_0167,True
Au_ani_30025.jpg,authentic,jpg,ani30025,component_0168,True
Au_ani_30026.jpg,authentic,jpg,ani30026,component_0169,True
Au_ani_30027.jpg,authentic,jpg,ani30027,component_0170,True
Au_ani_30028.jpg,authentic,jpg,ani30028,component_0171,True
Au_ani_30029.jpg,authentic,jpg,ani30029,component_0172,True
Au_ani_30030.jpg,authentic,jpg,ani30030,component_0173,True
Au_ani_30031.jpg,authentic,jpg,ani30031,component_0174,True
Au_ani_30032.jpg,authentic,jpg,ani30032,component_0175,True
Au_ani_30033.jpg,authentic,jpg,ani30033,component_0176,True
Au_ani_30034.jpg,authentic,jpg,ani30034,component_0177,True
Au_ani_30035.jpg,authentic,jpg,ani30035,component_0178,True
Au_ani_30036.jpg,authentic,jpg,ani30036,component_0179,True
Au_ani_30037.jpg,authentic,jpg,ani30037,component_0180,True
Au_ani_30038.jpg,authentic,jpg,ani30038,component_0181,True
Au_ani_30039.jpg,authentic,jpg,ani30039,component_0182,True
Au_ani_30040.jpg,authentic,jpg,ani30040,component_0183,True
Au_ani_30041.jpg,authentic,jpg,ani30041,component_0184,True
Au_ani_30042.jpg,authentic,jpg,ani30042,component_0185,True
Au_ani_30043.jpg,authentic,jpg,ani30043,component_0186,True
Au_ani_30044.jpg,authentic,jpg,ani30044,component_0187,True
Au_ani_30045.jpg,authentic,jpg,ani30045,component_0188,True
Au_ani_30046.jpg,authentic,jpg,ani30046,component_0189,True
Au_ani_30047.jpg,authentic,jpg,ani30047,component_0190,True
Au_ani_30048.jpg,authentic,jpg,ani30048,component_0191,True
Au_ani_30049.jpg,authentic,jpg,ani30049,component_0192,True
Au_ani_30050.jpg,authentic,jpg,ani30050,component_0193,True
Au_ani_30051.jpg,authentic,jpg,ani30051,component_0194,True
Au_ani_30052.jpg,authentic,jpg,ani30052,component_0195,True
Au_ani_30053.jpg,authentic,jpg,ani30053,component_0196,True
Au_ani_30054.jpg,authentic,jpg,ani30054,component_0197,True
Au_ani_30055.jpg,authentic,jpg,ani30055,component_0198,True
Au_ani_30056.jpg,authentic,jpg,ani30056,component_0199,True
Au_ani_30057.jpg,authentic,jpg,ani30057,component_0200,True
Au_ani_30058.jpg,authentic,jpg,ani30058,component_0201,True
Au_ani_30059.jpg,authentic,jpg,ani30059,component_0202,True
Au_ani_30060.jpg,authentic,jpg,ani30060,component_0203,True
Au_ani_30061.jpg,authentic,jpg,ani30061,component_0204,True
Au_ani_30062.jpg,authentic,jpg,ani30062,component_0205,True
Au_ani_30063.jpg,authentic,jpg,ani30063,component_0206,True
Au_ani_30064.jpg,authentic,jpg,ani30064,component_0207,True
Au_ani_30065.jpg,authentic,jpg,ani30065,component_0208,True
Au_ani_30066.jpg,authentic,jpg,ani30066,component_0209,True
Au_ani_30067.jpg,authentic,jpg,ani30067,component_0210,True
Au_ani_30068.jpg,authentic,jpg,ani30068,component_0211,True
Au_ani_30069.jpg,authentic,jpg,ani30069,component_0212,True
Au_ani_30070.jpg,authentic,jpg,ani30070,component_0213,True
Au_ani_30071.jpg,authentic,jpg,ani30071,component_0214,True
Au_ani_30072.jpg,authentic,jpg,ani30072,component_0215,True
Au_ani_30073.jpg,authentic,jpg,ani30073,component_0216,True
Au_ani_30074.jpg,authentic,jpg,ani30074,component_0217,True
Au_ani_30075.jpg,authentic,jpg,ani30075,component_0218,True
Au_ani_30076.jpg,authentic,jpg,ani30076,component_0219,True
Au_ani_30077.jpg,authentic,jpg,ani30077,component_0220,True
Au_ani_30078.jpg,authentic,jpg,ani30078,component_0221,True
Au_ani_30079.jpg,authentic,jpg,ani30079,component_0222,True
Au_ani_30080.jpg,authentic,jpg,ani30080,component_0223,True
Au_ani_30081.jpg,authentic,jpg,ani30081,component_0224,True
Au_ani_30082.jpg,authentic,jpg,ani30082,component_0225,True
Au_ani_30083.jpg,authentic,jpg,ani30083,component_0226,True
Au_ani_30084.jpg,authentic,jpg,ani30084,component_0227,True
Au_ani_30085.jpg,authentic,jpg,ani30085,component_0228,True
Au_ani_30086.jpg,authentic,jpg,ani30086,component_0229,True
Au_ani_30087.jpg,authentic,jpg,ani30087,component_0230,True
Au_ani_30088.jpg,authentic,jpg,ani30088,component_0231,True
Au_ani_30089.jpg,authentic,jpg,ani30089,component_0232,True
Au_ani_30090.jpg,authentic,jpg,ani30090,component_0233,True
Au_ani_30091.jpg,authentic,jpg,ani30091,component_0234,True
Au_ani_30092.jpg,authentic,jpg,ani30092,component_0235,True
Au_ani_30093.jpg,authentic,jpg,ani30093,component_0236,True
Au_ani_30094.jpg,authentic,jpg,ani30094,component_0237,True
Au_ani_30095.jpg,authentic,jpg,ani30095,component_0238,True
Au_ani_30096.jpg,authentic,jpg,ani30096,component_0239,True
Au_ani_30097.jpg,authentic,jpg,ani30097,component_0240,True
Au_ani_30098.jpg,authentic,jpg,ani30098,component_0241,True
Au_ani_30099.jpg,authentic,jpg,ani30099,component_0242,True
Au_ani_30100.jpg,authentic,jpg,ani30100,component_0243,True
Au_ani_30101.jpg,authentic,jpg,ani30101,component_0244,True
Au_ani_30102.jpg,authentic,jpg,ani30102,component_0245,True
Au_ani_30103.jpg,authentic,jpg,ani30103,component_0246,True
Au_ani_30104.jpg,authentic,jpg,ani30104,component_0247,True
Au_ani_30105.jpg,authentic,jpg,ani30105,component_0248,True
Au_ani_30106.jpg,authentic,jpg,ani30106,component_0249,True
Au_ani_30107.jpg,authentic,jpg,ani30107,component_0250,True
Au_ani_30108.jpg,authentic,jpg,ani30108,component_0251,True
Au_ani_30109.jpg,authentic,jpg,ani30109,component_0252,True
Au_ani_30110.jpg,authentic,jpg,ani30110,component_0253,True
Au_ani_30111.jpg,authentic,jpg,ani30111,component_0254,True
Au_ani_30112.jpg,authentic,jpg,ani30112,component_0255,True
Au_ani_30113.jpg,authentic,jpg,ani30113,component_0256,True
Au_ani_30114.jpg,authentic,jpg,ani30114,component_0257,True
Au_ani_30115.jpg,authentic,jpg,ani30115,component_0258,True
Au_ani_30116.jpg,authentic,jpg,ani30116,component_0259,True
Au_ani_30117.jpg,authentic,jpg,ani30117,component_0260,True
Au_ani_30118.jpg,authentic,jpg,ani30118,component_0261,True
Au_ani_30119.jpg,authentic,jpg,ani30119,component_0262,True
Au_ani_30120.jpg,authentic,jpg,ani30120,component_0263,True
Au_ani_30121.jpg,authentic,jpg,ani30121,component_0264,True
Au_ani_30122.jpg,authentic,jpg,ani30122,component_0265,True
Au_ani_30123.jpg,authentic,jpg,ani30123,component_0266,True
Au_ani_30124.jpg,authentic,jpg,ani30124,component_0267,True
